SampleDate,CollectionMethodCode,agencycode,FieldReplicate,SampleID,benthiccollectioncomments,grabsize,percentsamplecounted,totalgrids,gridsanalyzed,gridsvolumeanalyzed,targetorganismcount,actualorganismcount,extraorganismcount,qcorganismcount,discardedorganismcount,benthiclabeffortcomments,FinalID,LifeStageCode,Distinct,BAResult,resqualcode,qacode,taxonomicqualifier,personnelcode_labeffort,personnelcode_results,labsampleid,objectid,record_origin,record_publish,StationCode,DatabaseCode
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Hydroptila,L,1,26,=,None,None,B. Betz,Wendy Willis,LAR0616.106,1531502572,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Hydroptilidae,L,0,6,=,None,None,B. Betz,Wendy Willis,LAR0616.106,1531502573,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Labrundinia,L,1,17,=,None,None,B. Betz,Kurt King,LAR0616.106,1531502574,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Libellulidae,L,1,2,=,None,None,B. Betz,Wendy Willis,LAR0616.106,1531502575,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Limoniinae,L,0,2,=,None,None,B. Betz,Wendy Willis,LAR0616.106,1531502576,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Microtendipes,L,1,1,=,None,None,B. Betz,Kurt King,LAR0616.106,1531502577,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Nanocladius,L,1,1,=,None,None,B. Betz,Kurt King,LAR0616.106,1531502578,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Nectopsyche,L,1,2,=,None,None,B. Betz,Wendy Willis,LAR0616.106,1531502579,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Nilotanypus,L,1,7,=,None,None,B. Betz,Kurt King,LAR0616.106,1531502580,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Oligochaeta,X,1,7,=,None,None,B. Betz,Wendy Willis,LAR0616.106,1531502581,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Orthocladius complex,L,1,1,=,None,None,B. Betz,Kurt King,LAR0616.106,1531502582,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Ostracoda,X,1,200,=,None,None,B. Betz,Wendy Willis,LAR0616.106,1531502583,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Parametriocnemus,L,1,10,=,None,None,B. Betz,Kurt King,LAR0616.106,1531502584,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Paratendipes,L,1,2,=,None,None,B. Betz,Kurt King,LAR0616.106,1531502585,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Pentaneura,L,1,22,=,None,None,B. Betz,Kurt King,LAR0616.106,1531502586,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Physa,X,1,2,=,None,None,B. Betz,Wendy Willis,LAR0616.106,1531502587,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Pisidium,X,1,7,=,None,None,B. Betz,Wendy Willis,LAR0616.106,1531502588,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Polypedilum,L,1,18,=,None,None,B. Betz,Kurt King,LAR0616.106,1531502589,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Polypedilum,P,1,1,=,None,None,B. Betz,Kurt King,LAR0616.106,1531502590,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Probezzia,L,1,1,=,None,None,B. Betz,Wendy Willis,LAR0616.106,1531502591,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Pseudochironomus,L,1,2,=,None,None,B. Betz,Kurt King,LAR0616.106,1531502592,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Rheotanytarsus,L,1,16,=,None,None,B. Betz,Kurt King,LAR0616.106,1531502593,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Simulium hippovorum,L,1,1,=,None,None,B. Betz,Wendy Willis,LAR0616.106,1531502594,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Sperchon,X,1,2,=,None,None,B. Betz,Wendy Willis,LAR0616.106,1531502595,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Tanypodinae,L,0,1,=,None,None,B. Betz,Kurt King,LAR0616.106,1531502596,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Tanytarsus,L,1,48,=,None,None,B. Betz,Kurt King,LAR0616.106,1531502597,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Tinodes,L,1,1,=,None,None,B. Betz,Wendy Willis,LAR0616.106,1531502598,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Tipula,L,1,2,=,None,None,B. Betz,Wendy Willis,LAR0616.106,1531502599,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Torrenticola,X,1,3,=,None,None,B. Betz,Wendy Willis,LAR0616.106,1531502600,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Tricorythodes explicatus,L,1,19,=,None,None,B. Betz,Wendy Willis,LAR0616.106,1531502601,SMC,true,SMC01096,SMC
