gdb_geomattr_data,shape,SampleDate,FieldReplicate,SampleID,FinalID,LifeStageCode,Distinct,BAResult,CollectionMethodCode,record_origin,origin_lastupdatedate,DatabaseCode
,,2005-05-24,1,207CE0166_05242005_BMI_TRC_1,Parametriocnemus,L,0,17,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-05-24,1,207CE0166_05242005_BMI_TRC_1,Hydroptila,L,0,43,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-07-24,1,404CE0316_07242007_BMI_TRC_1,Orthocladiinae,L,0,5,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-07-24,1,404CE0316_07242007_BMI_TRC_1,Endochironomus,L,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-07-24,1,404CE0316_07242007_BMI_TRC_1,Baetis,L,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-07-24,1,404CE0316_07242007_BMI_TRC_1,Cricotopus,L,0,27,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-07-24,1,404CE0316_07242007_BMI_TRC_1,Hydroptila,L,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-07-24,1,404CE0316_07242007_BMI_TRC_1,Ostracoda,X,0,74,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-07-24,1,404CE0316_07242007_BMI_TRC_1,Turbellaria,X,0,25,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-07-24,1,404CE0316_07242007_BMI_TRC_1,Oligochaeta,X,0,35,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-07-24,1,404CE0316_07242007_BMI_TRC_1,Hyalella,X,0,419,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-07-24,1,404CE0316_07242007_BMI_TRC_1,Dicrotendipes,L,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Malenka,L,0,3,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Paraleptophlebia,L,0,3,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Ameletus,L,0,4,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Ordobrevia nubifera,L,0,7,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Micrasema,L,0,26,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Lepidostoma,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Ironodes,L,0,40,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Capniidae,L,0,2,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Yoraperla nigrisoma,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Brillia,L,0,3,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Apatania,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Optioservus,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Optioservus,A,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Heteroplectron californicum,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Cricotopus,L,0,2,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Zapada cinctipes,L,0,15,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Visoka cataractae,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Drunella doddsii,L,0,9,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Zapada oregonensis,L,0,9,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Rhyacophila vofixa group,L,0,2,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Caudatella,L,0,4,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Ordobrevia nubifera,A,0,13,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Eukiefferiella,L,0,12,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Ampumixis dispar,A,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Cinygmula,L,0,7,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Sweltsa,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Arctopsyche grandis,L,0,5,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Rhithrogena,L,0,8,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Torrenticola,X,0,18,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Wandesia,X,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Parametriocnemus,L,0,8,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Testudacarus,X,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Bezzia/ Palpomyia,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Serratella,L,0,4,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Oligochaeta,X,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Baetis flavistriga,L,0,6,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Stempellinella,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Baetis tricaudatus,L,0,62,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Heptageniidae,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Calineuria californica,L,0,28,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Zaitzevia parvula,A,0,5,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Rhyacophila betteni group,L,0,15,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Doroneuria baumanni,L,0,2,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Corynoneura,L,0,3,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Hydropsyche,L,0,47,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Orthocladius complex,L,0,5,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Epeorus,L,0,17,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Simulium,L,0,5,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Isoperla,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Agapetus,P,0,3,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Cricotopus nostocicola,L,0,10,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Sperchon,X,0,2,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Gumaga,L,0,2,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Eubrianax edwardsii,L,0,22,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Micropsectra,L,0,34,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Acari,X,1,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Orohermes crepusculus,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Glossosoma,L,0,3,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Rheotanytarsus,L,0,8,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Ampumixis dispar,L,0,4,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Tvetenia bavarica group,L,0,3,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Zaitzevia,L,0,2,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Antocha,L,0,5,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Limnophila,L,0,2,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Nixe kennedyi,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Dicranota,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-09-25,1,106WER011_09252003_BMI_TRC_1,Dixa,L,0,2,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Gumaga,L,0,8,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Bezzia/ Palpomyia,L,0,15,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Thienemannimyia group,L,0,1,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Sigara,L,0,4,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Sperchon,X,0,29,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Nectopsyche,L,0,1,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Stictotarsus,L,0,1,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Euparyphus,L,0,2,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Arrenurus,X,0,1,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Optioservus,L,0,25,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Prostoma,X,0,1,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Atractides,X,0,5,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Torrenticola,X,0,4,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Ambrysus,L,0,5,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Hyalella,X,0,240,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Ostracoda,X,0,134,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Hexatoma,L,0,1,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Tanypodinae,L,0,1,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Tricorythodes,L,0,4,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Limnesia,X,0,8,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Hydroptila,L,0,1,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Parametriocnemus,L,0,2,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Peltodytes,L,0,4,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Stictotarsus eximius,A,0,4,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Psephenus falli,L,0,1,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Planariidae,X,0,19,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Lebertia,X,0,7,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Gyraulus,X,0,1,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Peltodytes,A,0,1,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Caenis bajaensis,L,0,8,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2007-04-02,1,312HUA_04022007_BMI_TRC_1,Caloparyphus/ Euparyphus,L,0,4,BMI_TRC,SWAMP,2012-08-01,SWAMP
,,2001-05-24,1,314WE0785_05242001_BMI_TRC_1,Limnophyes,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-05-24,1,314WE0785_05242001_BMI_TRC_1,Ochthebius,A,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-05-24,1,314WE0785_05242001_BMI_TRC_1,Chironomus,L,0,24,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-05-24,1,314WE0785_05242001_BMI_TRC_1,Scatella,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-05-24,1,314WE0785_05242001_BMI_TRC_1,Micropsectra,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-05-24,1,314WE0785_05242001_BMI_TRC_1,Erioptera,L,0,2,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-05-24,1,314WE0785_05242001_BMI_TRC_1,Physa,X,0,215,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-05-24,1,314WE0785_05242001_BMI_TRC_1,Nematoda,X,0,7,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-05-24,1,314WE0785_05242001_BMI_TRC_1,Cricotopus bicinctus group,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-05-24,1,314WE0785_05242001_BMI_TRC_1,Cricotopus,L,0,15,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-05-24,1,314WE0785_05242001_BMI_TRC_1,Orthocladius complex,L,0,29,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-05-24,1,314WE0785_05242001_BMI_TRC_1,Oligochaeta,X,0,242,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-05-24,1,314WE0785_05242001_BMI_TRC_1,Muscidae,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-05-24,1,314WE0785_05242001_BMI_TRC_1,Dasyhelea,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-05-24,1,314WE0785_05242001_BMI_TRC_1,Cyprididae,X,0,11,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-05-24,1,314WE0785_05242001_BMI_TRC_1,Dicrotendipes,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Argia,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Rhizelmis nigra,A,0,2,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Maruina lanceolata,L,0,2,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Polypedilum,L,0,62,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Agapetus,L,0,3,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Eukiefferiella,L,0,9,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Hydropsyche,L,0,20,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Pagastia,L,0,4,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Serratella teresa,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Ordobrevia nubifera,A,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Epeorus,L,0,3,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Chelifera/ Metachela,L,0,21,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Dicranota,L,0,3,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Suwallia,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Rhyacophila,L,0,3,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Zaitzevia,L,0,43,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Cardiocladius,L,0,2,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Parapsyche,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Chloroperlidae,L,0,2,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Rhyacophila coloradensis,L,0,2,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Brillia,L,0,2,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Atractides,X,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Bezzia/ Palpomyia,L,0,4,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Sperchonopsis,X,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Parametriocnemus,L,0,13,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Narpus,L,0,2,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Ostracoda,X,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Polycentropus,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Stilobezzia,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Baetis tricaudatus,L,0,41,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Lebertia,X,0,2,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Torrenticola,X,0,20,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Microtendipes rydalensis group,L,0,5,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Malenka,L,0,7,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Wiedemannia,L,0,8,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Rhyacophila vofixa group,L,0,12,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Ampumixis dispar,L,0,16,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Rheotanytarsus,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Wormaldia,L,0,32,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Calineuria californica,L,0,5,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Sperchon,X,0,3,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Ironodes,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Ordobrevia nubifera,L,0,6,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Heptageniidae,L,0,2,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Eubrianax edwardsii,L,0,3,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Micropsectra,L,0,2,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Diphetor hageni,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Psephenus falli,L,0,11,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Simulium,L,0,64,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Drunella flavilinea,L,0,7,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Tvetenia bavarica group,L,0,6,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Serratella micheneri,L,0,2,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Helichus,L,0,4,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Paraleptophlebia,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Zaitzevia parvula,A,0,44,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Nematoda,X,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Pteronarcella,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Thienemannimyia group,L,0,14,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Lumbricina,X,0,3,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2003-06-17,1,309CAW126_06172003_BMI_TRC_1,Rhyacophila betteni group,L,0,16,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2005-09-06,1,509CE0162_09062005_BMI_TRC_1,Prostoma,X,0,4,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-09-06,1,509CE0162_09062005_BMI_TRC_1,Libellulidae,L,0,6,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-09-06,1,509CE0162_09062005_BMI_TRC_1,Orthocladius complex,L,0,79,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-09-06,1,509CE0162_09062005_BMI_TRC_1,Cricotopus trifascia group,L,0,4,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-09-06,1,509CE0162_09062005_BMI_TRC_1,Zaitzevia,L,0,6,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-09-06,1,509CE0162_09062005_BMI_TRC_1,Bezzia/ Palpomyia,L,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-09-06,1,509CE0162_09062005_BMI_TRC_1,Clathrosperchon,X,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-09-06,1,509CE0162_09062005_BMI_TRC_1,Ochrotrichia,L,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
