gdb_geomattr_data,shape,stationcode,sampledate,replicate,sampleid,finalid,lifestagecode,distinctcode,baresult,collectionmethodcode,record_origin,origin_lastupdatedate,StationCode,databasecode
,,517SLT050,2010-07-22,1,517SLT050_07222010_BMI_RWB_1,Serratella tibialis,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-050,SWAMP
,,517SLT050,2010-07-22,1,517SLT050_07222010_BMI_RWB_1,Timpanoga hecuba,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-050,SWAMP
,,517SLT050,2010-07-22,1,517SLT050_07222010_BMI_RWB_1,Drunella coloradensis,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-050,SWAMP
,,517SLT050,2010-07-22,1,517SLT050_07222010_BMI_RWB_1,Lauterborniella agrayloides,L,0,4,BMI_RWB,SWAMP,2015-04-17,NF508723-050,SWAMP
,,517SLT050,2010-07-22,1,517SLT050_07222010_BMI_RWB_1,Rhyacophila betteni,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-050,SWAMP
,,517SLT050,2010-07-22,1,517SLT050_07222010_BMI_RWB_1,Oligochaeta,X,0,3,BMI_RWB,SWAMP,2015-04-17,NF508723-050,SWAMP
,,517SLT050,2010-07-22,1,517SLT050_07222010_BMI_RWB_1,Pagastia,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-050,SWAMP
,,517SLT050,2010-07-22,1,517SLT050_07222010_BMI_RWB_1,Orohermes crepusculus,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-050,SWAMP
,,517SLT050,2010-07-22,1,517SLT050_07222010_BMI_RWB_1,Baetis flavistriga,L,0,8,BMI_RWB,SWAMP,2015-04-17,NF508723-050,SWAMP
,,517SLT050,2010-07-22,1,517SLT050_07222010_BMI_RWB_1,Wormaldia,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-050,SWAMP
,,517SLT050,2010-07-22,1,517SLT050_07222010_BMI_RWB_1,Polycentropodidae,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-050,SWAMP
,,517SLT050,2010-07-22,1,517SLT050_07222010_BMI_RWB_1,Tvetenia,L,0,3,BMI_RWB,SWAMP,2015-04-17,NF508723-050,SWAMP
,,517SLT050,2010-07-22,1,517SLT050_07222010_BMI_RWB_1,Helicopsyche,L,0,18,BMI_RWB,SWAMP,2015-04-17,NF508723-050,SWAMP
,,517SLT050,2010-07-22,1,517SLT050_07222010_BMI_RWB_1,Epeorus,L,0,47,BMI_RWB,SWAMP,2015-04-17,NF508723-050,SWAMP
,,517SLT050,2010-07-22,1,517SLT050_07222010_BMI_RWB_1,Microtendipes,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-050,SWAMP
,,517SLT050,2010-07-22,1,517SLT050_07222010_BMI_RWB_1,Cricotopus,L,0,28,BMI_RWB,SWAMP,2015-04-17,NF508723-050,SWAMP
,,517SLT050,2010-07-22,1,517SLT050_07222010_BMI_RWB_1,Calineuria californica,L,0,8,BMI_RWB,SWAMP,2015-04-17,NF508723-050,SWAMP
,,517SLT050,2010-07-22,1,517SLT050_07222010_BMI_RWB_1,Dicranota,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-050,SWAMP
,,517SLT050,2010-07-22,1,517SLT050_07222010_BMI_RWB_1,Psychoglypha,L,0,4,BMI_RWB,SWAMP,2015-04-17,NF508723-050,SWAMP
,,517SLT050,2010-07-22,1,517SLT050_07222010_BMI_RWB_1,Baetis tricaudatus,L,0,24,BMI_RWB,SWAMP,2015-04-17,NF508723-050,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Suwallia,L,0,15,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Rhabdomastix,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Atractides,X,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Diamesa,L,0,4,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Paratendipes,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Protzia,X,0,3,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Simulium,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Polycentropus,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Eukiefferiella,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Tanytarsus,L,0,4,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Heptageniidae,L,0,21,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Perlidae,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Siphlonurus,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Chloroperlidae,L,0,7,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Epeorus,L,0,6,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Cryptolabis,L,0,3,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Tipulidae,L,0,5,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Lepidostoma,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Leptophlebiidae,L,0,5,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Oligochaeta,X,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Torrenticola,X,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Zaitzevia,L,0,12,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Baetis,L,0,36,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Amiocentrus aspilus,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Agapetus,L,0,3,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Orthocladius,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Oroperla barbara,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Ablabesmyia,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Oreodytes,A,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Cinygma,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Tvetenia,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,517PSC038,2010-07-27,1,517PSC038_07272010_BMI_RWB_1,Ameletus,L,0,25,BMI_RWB,SWAMP,2015-04-17,NF508723-038,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Drunella spinifera,L,0,5,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Leptophlebiidae,L,0,19,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Zaitzevia,L,0,23,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Torrenticola,X,0,11,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Perlinodes aurea,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Oligochaeta,X,0,4,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Rhithrogena,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Ordobrevia nubifera,L,0,25,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Baetis tricaudatus,L,0,24,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Heteroplectron californicum,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Calineuria californica,L,0,13,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Glossosoma,L,0,45,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Sperchon,X,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Lepidostoma,L,0,139,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Hesperoperla pacifica,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Apatania,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Phaenopsectra,L,0,3,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Mystacides alafimbriata,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Drunella doddsii,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Centroptilum,L,0,3,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Malenka,L,0,4,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Protzia,X,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Optioservus,L,0,46,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Ecdyonurus,L,0,9,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Zapada cinctipes,L,0,3,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Rhyacophila brunnea,L,0,3,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Baetis,L,0,16,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Thienemannimyia,L,0,4,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Argia,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Hydropsyche,L,0,34,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Eubrianax edwardsii,L,0,16,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Gomphidae,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Ampumixis dispar,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Helicopsyche,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Epeorus,L,0,42,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Prostoma,X,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Diphetor hageni,L,0,14,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Microtendipes,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Rheotanytarsus,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Dicosmoecus gilvipes,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Polypedilum,L,0,3,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Sweltsa,L,0,4,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Turbellaria,X,0,15,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Perlodidae,L,0,3,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Hemerodromia,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Agapetus,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Lebertia,X,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Serratella micheneri,L,0,3,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Cricotopus,L,0,22,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Stratiomyidae,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Micrasema,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Tricorythodes,L,0,21,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Cheumatopsyche,L,0,8,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,536TMR003,2010-08-04,1,536TMR003_08042010_BMI_RWB_1,Atractides,X,0,3,BMI_RWB,SWAMP,2015-04-17,NF508723-003,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Rhyacophila angelita,L,0,10,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Suwallia,L,0,4,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Lara,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Narpus,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Hexatoma,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Tvetenia,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Acentrella turbida,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Zaitzevia,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Chironominae,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Orthocladius,L,0,6,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Diamesa,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Lepidostoma,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Malenka,L,0,7,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Perlodidae,L,0,6,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Tipulidae,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Rhyacophila brunnea,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Drunella coloradensis,L,0,6,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Sweltsa,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Epeorus,L,0,16,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Serratella tibialis,L,0,15,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Baetis tricaudatus,L,0,56,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Micrasema,L,0,11,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Chelifera/ Metachela,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Glutops,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Baetis,L,0,6,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Polycelis,X,0,5,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Onocosmoecus,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Cricotopus,L,0,8,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Bezzia/ Palpomyia,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Caudatella heterocaudata,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Atractides,X,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Arctopsyche grandis,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Simulium,L,0,37,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Lopescladius,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Drunella doddsii,L,0,4,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Cinygmula,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Ameletus,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Hydropsyche,L,0,7,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Agapetus,L,0,4,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Optioservus,L,0,36,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Diphetor hageni,L,0,4,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Torrenticola,X,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Pedomoecus sierra,L,0,4,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Lebertia,X,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Eukiefferiella,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Antocha,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,518CLD070,2010-07-26,1,518CLD070_07262010_BMI_RWB_1,Rhyacophila arnaudi,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-070,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Cryptochironomus,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Pisidium,X,0,7,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Mystacides alafimbriata,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Coenagrionidae,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Dicranota,L,0,3,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Simulium,L,0,8,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Wormaldia,L,0,8,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Parametriocnemus,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Trichoclinocera,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Orthocladius,L,0,5,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
