X,Y,objectid,stationid,latitude,longitude,stationwaterdepth,stationwaterdepthunits,areaweight,stratum,lab,sampletypecode,sampletypedesc,toxbatch,species,concentration,endpoint,units,statisticaltest,controlvalue,mean,n,stddev,pctcontrol,sigeffect,qacode,qadescription,sqocategory,comment
-117.133315,32.686389,87,B13-8076,32.686389,-117.133315,10,M,0,Port,Nautilus Environmental,Grab,Single sample,1308-S195 to S201,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,95,92,5,4.47213596,96.84210526,NSC,A,Acceptable data for analysis,Nontoxic,
-117.134088,32.686514,88,B13-8077,32.686514,-117.134088,10,M,0,Port,Nautilus Environmental,Grab,Single sample,1308-S195 to S201,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,95,99,5,2.23606798,104.2105263,NSC,A,Acceptable data for analysis,Nontoxic,
-117.148594,32.686723,89,B13-8078,32.686723,-117.148594,13,M,2.41020261,Bay,Nautilus Environmental,Grab,Single sample,1308-S275 to S281,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,90.83333333,86,6,14.63443428,94.49541284,NSC,A,Acceptable data for analysis,Nontoxic,
-117.238244,32.691687,90,B13-8085,32.691687,-117.238244,15,M,0.83119886,Port,Nautilus Environmental,Grab,Single sample,1309-S239 to S247,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,98,92,5,6.70820393,93.87755102,NSC,A,Acceptable data for analysis,Nontoxic,
-117.153217,32.691721,91,B13-8087,32.691721,-117.153217,13,M,0.83119886,Port,Nautilus Environmental,Grab,Single sample,1309-S037 to S043,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,100,96,5,5.47722558,96,NSC,A,Acceptable data for analysis,Nontoxic,
-117.147582,32.692885,92,B13-8090,32.692885,-117.147582,8,M,0,Port,Nautilus Environmental,Grab,Single sample,1309-S037 to S043,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,100,88,5,9.74679435,88,SC,A,Acceptable data for analysis,Low Toxicity,
-117.162557,32.695601,93,B13-8093,32.695601,-117.162557,14,M,2.41020261,Bay,Nautilus Environmental,Grab,Single sample,1309-S031 to S036,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,98,97,5,4.47213596,98.97959184,NSC,A,Acceptable data for analysis,Nontoxic,
-117.153454,32.696061,94,B13-8095,32.696061,-117.153454,13,M,0,Port,Nautilus Environmental,Grab,Single sample,1309-S031 to S036,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,98,89,5,6.51920241,90.81632653,SC,A,Acceptable data for analysis,Low Toxicity,
-117.70213,33.460884,95,B13-8265,33.460884,-117.70213,4,M,0,Marina,Nautilus Environmental,Grab,Single sample,1308-S155 to S162,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,95,92,5,6.70820393,96.84210526,NSC,A,Acceptable data for analysis,Nontoxic,
-117.160977,32.699765,96,B13-8098,32.699765,-117.160977,14,M,0,Bay,Nautilus Environmental,Grab,Single sample,1309-S031 to S036,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,98,95,5,6.12372436,96.93877551,NSC,A,Acceptable data for analysis,Nontoxic,
-117.125316,32.671711,97,B13-8066,32.671711,-117.125316,12,M,0,Port,Nautilus Environmental,Grab,Single sample,1308-S188 to S194,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,99,96,5,4.18330013,96.96969697,NSC,A,Acceptable data for analysis,Nontoxic,
-117.16178,32.7024,98,B13-8100,32.7024,-117.16178,9,M,0.58549264,Port,Nautilus Environmental,Grab,Single sample,1309-S031 to S036,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,98,92,5,2.73861279,93.87755102,SC,A,Acceptable data for analysis,Nontoxic,
-117.232552,32.711543,99,B13-8102,32.711543,-117.232552,7,M,0.25114157,Marina,Nautilus Environmental,Grab,Single sample,1309-S239 to S247,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,98,88,5,5.70087713,89.79591837,SC,A,Acceptable data for analysis,Low Toxicity,
-117.213967,32.712275,100,B13-8105,32.712275,-117.213967,6,M,3.21643623,Bay,Nautilus Environmental,Grab,Single sample,1309-S239 to S247,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,98,96,5,4.18330013,97.95918367,NSC,A,Acceptable data for analysis,Nontoxic,
-117.232133,32.712329,101,B13-8106,32.712329,-117.232133,6,M,0.25114157,Marina,Nautilus Environmental,Grab,Single sample,1309-S239 to S247,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,98,88,5,5.70087713,89.79591837,SC,A,Acceptable data for analysis,Low Toxicity,
-117.230108,32.714498,102,B13-8108,32.714498,-117.230108,5,M,0,Marina,Nautilus Environmental,Grab,Single sample,1309-S239 to S247,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,98,98,5,2.73861279,100,NSC,A,Acceptable data for analysis,Nontoxic,
-117.182907,32.714963,103,B13-8109,32.714963,-117.182907,12,M,2.41020261,Bay,Nautilus Environmental,Grab,Single sample,1308-S275 to S281,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,90.83333333,94,6,2.04124145,103.6697248,NSC,A,Acceptable data for analysis,Nontoxic,
-117.173953,32.716092,104,B13-8111,32.716092,-117.173953,12,M,0.27664165,Port,Nautilus Environmental,Grab,Single sample,1309-S230 to S238,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,97,89,5,10.83974169,91.75257732,NSC,A,Acceptable data for analysis,Nontoxic,
-117.176237,32.71619,105,B13-8112,32.71619,-117.176237,13,M,0.83119886,Port,Nautilus Environmental,Grab,Single sample,1309-S230 to S238,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,97,96,5,4.18330013,98.96907216,NSC,A,Acceptable data for analysis,Nontoxic,
-117.225212,32.716887,106,B13-8113,32.716887,-117.225212,5,M,0.25114157,Marina,Nautilus Environmental,Grab,Single sample,1309-S239 to S247,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,98,84,5,8.94427191,85.71428571,SC,A,Acceptable data for analysis,Low Toxicity,
-117.2304,32.718402,107,B13-8116,32.718402,-117.2304,4,M,0.25114157,Marina,Nautilus Environmental,Grab,Single sample,1309-S239 to S247,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,98,94,5,8.21583836,95.91836735,NSC,A,Acceptable data for analysis,Nontoxic,
-117.226112,32.718569,108,B13-8117,32.718569,-117.226112,6,M,0.25114157,Marina,Nautilus Environmental,Grab,Single sample,1309-S239 to S247,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,98,82,5,10.36822068,83.67346939,SC,A,Acceptable data for analysis,Low Toxicity,
-117.178736,32.719885,109,B13-8118,32.719885,-117.178736,11,M,2.41020261,Bay,Nautilus Environmental,Grab,Single sample,1308-S275 to S281,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,90.83333333,96,6,3.76386326,105.5045872,NSC,A,Acceptable data for analysis,Nontoxic,
-117.158787,32.698521,110,B13-8096,32.698521,-117.158787,14,M,0,Bay,Nautilus Environmental,Grab,Single sample,1309-S031 to S036,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,98,91,5,8.94427191,92.85714286,NSC,A,Acceptable data for analysis,Nontoxic,
-117.110064,32.649219,111,B13-8040,32.649219,-117.110064,4,M,0,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S268 to S274,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,-88,-88,6,9.8319208,-88,X,DX,Control performance criteria not met; Excluded,X,"Reported mean=93, PctControl=103. Data excluded due to control replicate coefficeint of variation exceeding criterion of 11.9%."
-117.128214,32.55662,112,B13-8002,32.55662,-117.128214,1,M,0.09200924,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S249 to S257,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,97,94,5,4.18330013,96.90721649,NSC,A,Acceptable data for analysis,Nontoxic,
-117.120532,32.558283,113,B13-8008,32.558283,-117.120532,1,M,0.09200924,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S249 to S257,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,97,94,5,6.51920241,96.90721649,NSC,A,Acceptable data for analysis,Nontoxic,
-117.13346,32.623601,114,B13-8013,32.623601,-117.13346,3,M,0,Marina,Nautilus Environmental,Grab,Single sample,1308-S268 to S274,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,-88,-88,6,9.70395109,-88,X,DX,Control performance criteria not met; Excluded,X,"Reported mean=89, PctControl=98.2. Data excluded due to control replicate coefficeint of variation exceeding criterion of 11.9%."
-117.134678,32.626539,115,B13-8014,32.626539,-117.134678,3,M,0,Marina,Nautilus Environmental,Grab,Single sample,1308-S268 to S274,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,-88,-88,6,2.5819889,-88,X,DX,Control performance criteria not met; Excluded,X,"Reported mean=98, PctControl=108. Data excluded due to control replicate coefficeint of variation exceeding criterion of 11.9%."
-117.13084,32.631569,116,B13-8017,32.631569,-117.13084,4,M,3.21643623,Bay,Nautilus Environmental,Grab,Single sample,1308-S188 to S194,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,99,95,5,6.12372436,95.95959596,NSC,A,Acceptable data for analysis,Nontoxic,
-117.10733,32.63417,117,B13-8018,32.63417,-117.10733,1,M,0.27664165,Port,Nautilus Environmental,Grab,Single sample,1309-S230 to S238,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,97,95,5,3.53553391,97.93814433,NSC,A,Acceptable data for analysis,Nontoxic,
-117.131413,32.641792,118,B13-8020,32.641792,-117.131413,5,M,3.21643623,Bay,Nautilus Environmental,Grab,Single sample,1308-S188 to S194,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,99,93,5,8.36660027,93.93939394,NSC,A,Acceptable data for analysis,Nontoxic,
-117.119345,32.646603,119,B13-8028,32.646603,-117.119345,12,M,0,Bay,Nautilus Environmental,Grab,Single sample,1308-S268 to S274,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,-88,-88,6,4.18330013,-88,X,DX,Control performance criteria not met; Excluded,X,"Reported mean=98, PctControl=107. Data excluded due to control replicate coefficeint of variation exceeding criterion of 11.9%."
-117.118238,32.646936,120,B13-8029,32.646936,-117.118238,10,M,0.20086571,Bay,Nautilus Environmental,Grab,Single sample,1308-S188 to S194,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,99,93,5,8.36660027,93.93939394,NSC,A,Acceptable data for analysis,Nontoxic,
-117.11667,32.647272,121,B13-8030,32.647272,-117.11667,13,M,0,Bay,Nautilus Environmental,Grab,Single sample,1308-S268 to S274,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,-88,-88,6,2.5819889,-88,X,DX,Control performance criteria not met; Excluded,X,"Reported mean=98, PctControl=108. Data excluded due to control replicate coefficeint of variation exceeding criterion of 11.9%."
-117.121483,32.647579,122,B13-8031,32.647579,-117.121483,13,M,0,Port,Nautilus Environmental,Grab,Single sample,1309-S037 to S043,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,100,71,5,5.47722558,71,SC,A,Acceptable data for analysis,Moderate Toxicity,
-117.119449,32.647521,123,B13-8033,32.647521,-117.119449,8,M,0,Port,Nautilus Environmental,Grab,Single sample,1308-S275 to S281,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,90.83333333,86,6,15.62583331,94.49541284,NSC,A,Acceptable data for analysis,Nontoxic,
-117.127961,32.676137,124,B13-8069,32.676137,-117.127961,12,M,0,Port,Nautilus Environmental,Grab,Single sample,1308-S188 to S194,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,99,92,5,7.58287544,92.92929293,NSC,A,Acceptable data for analysis,Nontoxic,
-117.114007,32.648344,125,B13-8038,32.648344,-117.114007,12,M,0,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S268 to S274,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,-88,-88,6,10.83974169,-88,X,DX,Control performance criteria not met; Excluded,X,"Reported mean=88, PctControl=96. Data excluded due to control replicate coefficeint of variation exceeding criterion of 11.9%."
-117.143841,32.675472,126,B13-8068,32.675472,-117.143841,5,M,2.41020261,Bay,Nautilus Environmental,Grab,Single sample,1309-S037 to S043,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,100,90,5,9.35414347,90,SC,A,Acceptable data for analysis,Nontoxic,
-117.105093,32.65037,127,B13-8043,32.65037,-117.105093,3,M,0.28851958,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S249 to S257,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,97,93,5,5.70087713,95.87628866,NSC,A,Acceptable data for analysis,Nontoxic,
-117.122464,32.65155,128,B13-8045,32.65155,-117.122464,12,M,0.83119886,Port,Nautilus Environmental,Grab,Single sample,1309-S037 to S043,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,100,82,5,6.70820393,82,SC,A,Acceptable data for analysis,Low Toxicity,
-117.122617,32.656156,129,B13-8049,32.656156,-117.122617,12,M,0,Port,Nautilus Environmental,Grab,Single sample,1308-S195 to S201,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,95,90,5,6.12372436,94.73684211,NSC,A,Acceptable data for analysis,Nontoxic,
-117.123113,32.657727,130,B13-8050,32.657727,-117.123113,12,M,0,Port,Nautilus Environmental,Grab,Single sample,1308-S195 to S201,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,95,98,5,2.73861279,103.1578947,NSC,A,Acceptable data for analysis,Nontoxic,
-117.144218,32.658339,131,B13-8052,32.658339,-117.144218,5,M,3.21643623,Bay,Nautilus Environmental,Grab,Single sample,1308-S275 to S281,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,90.83333333,91,6,8.61200712,100,NSC,A,Acceptable data for analysis,Nontoxic,
-117.119769,32.658371,132,B13-8053,32.658371,-117.119769,5,M,0,Port,Nautilus Environmental,Grab,Single sample,1309-S230 to S238,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,97,97,5,4.47213596,100,NSC,A,Acceptable data for analysis,Nontoxic,
-117.12339,32.660613,133,B13-8056,32.660613,-117.12339,10,M,0.58549264,Port,Nautilus Environmental,Grab,Single sample,1308-S195 to S201,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,95,91,5,6.51920241,95.78947368,NSC,A,Acceptable data for analysis,Nontoxic,
-117.144097,32.661471,134,B13-8058,32.661471,-117.144097,5,M,3.21643623,Bay,Nautilus Environmental,Grab,Single sample,1309-S037 to S043,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,100,96,5,5.47722558,96,NSC,A,Acceptable data for analysis,Nontoxic,
-117.149804,32.665184,135,B13-8060,32.665184,-117.149804,4,M,3.21643623,Bay,Nautilus Environmental,Grab,Single sample,1308-S275 to S281,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,90.83333333,98,6,4.18330013,107.3394495,NSC,A,Acceptable data for analysis,Nontoxic,
-117.123959,32.670959,136,B13-8064,32.670959,-117.123959,12,M,0,Port,Nautilus Environmental,Grab,Single sample,1308-S188 to S194,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,99,85,5,11.18033989,85.85858586,SC,A,Acceptable data for analysis,Low Toxicity,
-117.119134,32.671353,137,B13-8065,32.671353,-117.119134,7,M,0.58549264,Port,Nautilus Environmental,Grab,Single sample,1308-S188 to S194,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,99,90,5,7.90569415,90.90909091,SC,A,Acceptable data for analysis,Nontoxic,
-117.183684,32.725018,138,B13-8123,32.725018,-117.183684,6,M,0.27843246,Marina,Nautilus Environmental,Grab,Single sample,1309-S230 to S238,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,97,99,5,2.23606798,102.0618557,NSC,A,Acceptable data for analysis,Nontoxic,
-117.116137,32.647856,139,B13-8036,32.647856,-117.116137,12,M,0,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S268 to S274,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,-88,-88,6,2.5819889,-88,X,DX,Control performance criteria not met; Excluded,X,"Reported mean=98, PctControl=108. Data excluded due to control replicate coefficeint of variation exceeding criterion of 11.9%."
-117.9053,33.61652,140,B13-8279,33.61652,-117.9053,11,Ft,0.63701536,Marina,City of Los Angeles Environmental Monitoring Division,Grab,Single sample,CLAEMD6X,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,96,99,5,2.23606798,103.125,NSC,AE,Acceptable data for analysis; Sample stored > 14 days,Nontoxic,
-117.224815,32.724358,141,B13-8121,32.724358,-117.224815,3,M,0,Marina,Nautilus Environmental,Grab,Single sample,1309-S239 to S247,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,98,94,5,8.21583836,95.91836735,NSC,A,Acceptable data for analysis,Nontoxic,
-117.393614,33.207124,142,B13-8236,33.207124,-117.393614,6,M,0,Marina,Nautilus Environmental,Grab,Single sample,1308-S155 to S162,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,95,95,5,3.53553391,100,NSC,A,Acceptable data for analysis,Nontoxic,
-117.397436,33.207931,143,B13-8239,33.207931,-117.397436,7,M,0,Marina,Nautilus Environmental,Grab,Single sample,1308-S155 to S162,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,95,95,5,6.12372436,100,NSC,A,Acceptable data for analysis,Nontoxic,
-117.41291,33.23197,144,B13-8248,33.23197,-117.41291,1,M,0.0746202,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S249 to S257,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,97,95,5,0,97.93814433,NSC,A,Acceptable data for analysis,Nontoxic,
-117.412417,33.232007,145,B13-8250,33.232007,-117.412417,1,M,0.0746202,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S249 to S257,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,97,97,5,6.70820393,100,NSC,A,Acceptable data for analysis,Nontoxic,
-117.413425,33.233248,146,B13-8253,33.233248,-117.413425,1,M,0.0746202,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S249 to S257,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,97,97,5,4.47213596,100,NSC,A,Acceptable data for analysis,Nontoxic,
-118.078743,33.6434,147,B13-9214,33.6434,-118.078743,26,M,141.7264132,Inner Shelf,City of Los Angeles Environmental Monitoring Division,Grab,Single sample,CLAEMD2A,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,98,96,5,4.18330013,97.95918367,NSC,AE,Acceptable data for analysis; Sample stored > 14 days,Nontoxic,
-117.705736,33.460296,148,B13-8263,33.460296,-117.705736,5,M,0,Marina,Nautilus Environmental,Grab,Single sample,1308-S155 to S162,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,95,99,5,2.23606798,104.2105263,SC,A,Acceptable data for analysis,Nontoxic,
-118.10528,33.75302,149,B13-8378,33.75302,-118.10528,4,M,0.32759147,Estuaries,Los Angeles County Sanitation Districts,Grab,Single sample,nacSed0822,Neanthes arenaceodentata,-88,Growth,mg/day,UV T-test,0.323677,0,10,0.0630138,97.18670156,NSC,AJ,Acceptable data for analysis; Minor deviation in test conditions,Nontoxic,
-117.702119,33.462071,150,B13-8267,33.462071,-117.702119,3,M,0,Marina,Nautilus Environmental,Grab,Single sample,1308-S155 to S162,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,95,96,5,4.18330013,101.0526316,NSC,A,Acceptable data for analysis,Nontoxic,
-117.894661,33.600899,151,B13-8269,33.600899,-117.894661,3,M,0.63701536,Marina,Nautilus Environmental,Grab,Single sample,B13080613E,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,96,94,5,4.18330013,97.91666667,NSC,A,Acceptable data for analysis,Nontoxic,
-117.904639,33.609098,152,B13-8273,33.609098,-117.904639,6,M,0.63701536,Marina,Nautilus Environmental,Grab,Single sample,B13080613E,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,96,92,5,6.70820393,95.83333333,NSC,A,Acceptable data for analysis,Nontoxic,
-117.324378,33.140126,153,B13-8222,33.140126,-117.324378,3,M,0.35279109,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S022 to S026,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,96,85,5,7.07106781,88.54166667,SC,A,Acceptable data for analysis,Low Toxicity,
-117.89395,33.61549,154,B13-8275,33.61549,-117.89395,12,Ft,0.63701536,Marina,Nautilus Environmental,Grab,Single sample,B13092513E,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,96,51,5,16.73320053,53.125,SC,A,Acceptable data for analysis,High Toxicity,
-117.31874,33.139452,155,B13-8219,33.139452,-117.31874,1,M,0.35279109,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S022 to S026,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,96,89,5,6.51920241,92.70833333,NSC,A,Acceptable data for analysis,Nontoxic,
-117.926921,33.61925,156,B13-8280,33.61925,-117.926921,6,M,0.63701536,Marina,Nautilus Environmental,Grab,Single sample,B13080613E,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,96,94,5,4.18330013,97.91666667,NSC,A,Acceptable data for analysis,Nontoxic,
-117.956208,33.635776,157,B13-8286,33.635776,-117.956208,6,Ft,0.32759147,Estuaries,City of Los Angeles Environmental Monitoring Division,Grab,Single sample,CLAEMD3A,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,95,92,5,5.70087713,96.84210526,NSC,AE,Acceptable data for analysis; Sample stored > 14 days,Nontoxic,
-117.953748,33.636618,158,B13-8287,33.636618,-117.953748,3,Ft,0.32759147,Estuaries,City of Los Angeles Environmental Monitoring Division,Grab,Single sample,CLAEMD3A,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,95,84,5,8.21583836,88.42105263,SC,AE,Acceptable data for analysis; Sample stored > 14 days,Low Toxicity,
-117.8889,33.64579,159,B13-8290,33.64579,-117.8889,20,Ft,0.32759147,Estuaries,Nautilus Environmental,Grab,Single sample,B13091013E,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,98,76,5,13.87443693,77.55102041,SC,A,Acceptable data for analysis,Moderate Toxicity,
-117.88682,33.64676,160,B13-8291,33.64676,-117.88682,19,Ft,0.32759147,Estuaries,Nautilus Environmental,Grab,Single sample,B13091013E,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,98,74,5,5.47722558,75.51020408,SC,A,Acceptable data for analysis,Moderate Toxicity,
-117.88421,33.64705,161,B13-8292,33.64705,-117.88421,19,Ft,0.32759147,Estuaries,Nautilus Environmental,Grab,Single sample,B13091013E,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,98,71,5,10.24695077,72.44897959,SC,A,Acceptable data for analysis,Moderate Toxicity,
-118.03602,33.68658,162,B13-8295,33.68658,-118.03602,9,Ft,0.32759147,Estuaries,City of Los Angeles Environmental Monitoring Division,Grab,Single sample,CLAEMD6X,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,96,98,5,2.73861279,102.0833333,NSC,AE,Acceptable data for analysis; Sample stored > 14 days,Nontoxic,
-118.04052,33.69742,163,B13-8298,33.69742,-118.04052,8,Ft,0.32759147,Estuaries,City of Los Angeles Environmental Monitoring Division,Grab,Single sample,CLAEMD6X,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,96,95,5,3.53553391,98.95833333,NSC,AE,Acceptable data for analysis; Sample stored > 14 days,Nontoxic,
-118.05969,33.70983,164,B13-8301,33.70983,-118.05969,5,Ft,0.32759147,Estuaries,City of Los Angeles Environmental Monitoring Division,Grab,Single sample,CLAEMD6X,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,96,94,5,6.51920241,97.91666667,NSC,AE,Acceptable data for analysis; Sample stored > 14 days,Nontoxic,
-118.2579,33.71242,165,B13-8302,33.71242,-118.2579,25,M,2.00312386,Bay,Nautilus Environmental,Grab,Single sample,1307-S166 to S173,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,99,84,5,4.18330013,84.84848485,SC,A,Acceptable data for analysis,Low Toxicity,
-118.24131,33.71345,166,B13-8304,33.71345,-118.24131,25,M,2.00312386,Bay,Nautilus Environmental,Grab,Single sample,1307-S077 to S084,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,99,92,5,4.47213596,92.92929293,SC,A,Acceptable data for analysis,Nontoxic,
-118.28269,33.71475,167,B13-8306,33.71475,-118.28269,3,M,2.00312386,Bay,Nautilus Environmental,Grab,Single sample,1307-S166 to S173,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,99,89,5,5.47722558,89.8989899,SC,A,Acceptable data for analysis,Low Toxicity,
-117.914811,33.613867,168,B13-8274,33.613867,-117.914811,3,M,0.63701536,Marina,Nautilus Environmental,Grab,Single sample,B13080613E,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,96,93,5,5.70087713,96.875,NSC,A,Acceptable data for analysis,Nontoxic,
-117.209442,32.787378,169,B13-8160,32.787378,-117.209442,3,M,0,Bay,Nautilus Environmental,Grab,Single sample,1308-S163 to S170,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,99,95,5,5,95.95959596,NSC,A,Acceptable data for analysis,Nontoxic,
-118.24385,33.7174,170,B13-8308,33.7174,-118.24385,23,M,0.95519702,Port,Nautilus Environmental,Grab,Single sample,1307-S077 to S084,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,99,93,5,2.73861279,93.93939394,SC,A,Acceptable data for analysis,Nontoxic,
-117.186644,32.726301,171,B13-8124,32.726301,-117.186644,4,M,0.27843246,Marina,Nautilus Environmental,Grab,Single sample,1309-S230 to S238,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,97,94,5,6.51920241,96.90721649,NSC,A,Acceptable data for analysis,Nontoxic,
-117.202524,32.726737,172,B13-8127,32.726737,-117.202524,4,M,0.25114157,Marina,Nautilus Environmental,Grab,Single sample,1309-S230 to S238,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,97,71,5,4.18330013,73.19587629,SC,A,Acceptable data for analysis,Moderate Toxicity,
-117.191922,32.727123,173,B13-8128,32.727123,-117.191922,5,M,0.27843246,Marina,Nautilus Environmental,Grab,Single sample,1309-S230 to S238,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,97,94,5,2.23606798,96.90721649,SC,A,Acceptable data for analysis,Nontoxic,
-117.235297,32.756983,174,B13-8129,32.756983,-117.235297,1,M,0.16147762,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S027 to S035,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,100,96,5,2.23606798,96,SC,A,Acceptable data for analysis,Nontoxic,
-117.237919,32.757373,175,B13-8134,32.757373,-117.237919,1,M,0.16147762,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S027 to S035,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,100,99,5,2.23606798,99,NSC,A,Acceptable data for analysis,Nontoxic,
-117.22732,32.757755,176,B13-8136,32.757755,-117.22732,1,M,0.16147762,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S027 to S035,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,100,96,5,4.18330013,96,SC,A,Acceptable data for analysis,Nontoxic,
